id,resource_id,entity_type,entity_id,relation_type,source_sheet,source_field,created_at
2e655141-4f0f-5a10-ba98-66a07fb9bb50,6f40b9ac-a174-57ce-b889-5d32d8090762,character,b3145bf6-d9a8-5098-a287-5a04222262af,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
2e945365-df6e-53f7-917d-06c5cef04016,4ea740c9-be7f-528e-8625-fc8a442c660e,game,d81251ab-312f-58ca-a1d6-7a6c9d35f98e,phase_2.x,DB_Info_status,2.x,2026-06-19 14:29:13.611862+00
30578df6-be95-516f-998c-4622ec5b69b1,7c74f6dd-bc14-57ea-8b15-1061f8bdd31e,platform,473ae707-7752-5333-b9e2-44243fb757ec,homepage_content,DB_-Platforms-,HP 内容,2026-06-19 14:29:13.611862+00
30962c99-55c9-510b-b145-579c47093952,6eb92e68-066e-5abd-8389-e1ccb695d692,character,26dd0477-a8ac-51a2-9fb5-582831a946c0,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
31369314-afe0-5a37-873a-6c60273c6dd8,b00fa5c8-b47f-55f6-be84-6e9a437c1f77,character,d67a7be3-bf13-5e6c-98b4-7e0063c9e9a1,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
31eb3159-61cd-5f72-96d8-7ef9950ae3ed,5de21b3a-650a-5db8-a5e0-3ac3fc5a6cd1,game,f9c23768-c1ad-5afd-bb58-2dd25bebc81b,bilibili_homepage,DB_Info_status,B站HP,2026-06-19 14:29:13.611862+00
31ebc81c-ba51-58c8-98a6-26478aa1fbd7,d1b45103-aa87-5a99-a8b1-e2431858a358,character,258c9169-d986-573f-90ec-545444234024,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3207c3bf-90aa-5e91-8af2-8f1d6e28aed3,fc828160-461b-57b9-a120-85464a200b8d,platform,2ed614d3-cd50-56cd-951f-43cefbd58ed8,homepage_content,DB_-Platforms-,HP 内容,2026-06-19 14:29:13.611862+00
329177a4-8c57-5b00-b1d2-159701f8c6e3,97a7a316-8346-5de4-a55a-563fdc58c3cc,character,1b7c1597-3da4-5694-b728-aa6804ebbc00,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
32beb400-2f9f-504d-be58-560ac2e001ec,426a603b-f6fb-53b7-99c0-b4d0b3d1b035,platform,6d2e651a-b3cb-5bc7-96f2-b15323ec8b56,homepage_content,DB_-Platforms-,HP 内容,2026-06-19 14:29:13.611862+00
32d415d1-e3b9-54ca-b052-a017aa682f5a,4dc1f695-5551-5e33-b2ab-037ae5b262ec,character,29b85018-415e-5ac2-a7f7-b8ee54982fdb,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3408ea80-28da-598c-af88-89d9aeb0cf07,67a4e66d-ecd8-5ac0-a902-61e7d5e9a058,party_member,f5a95398-e99d-5e17-99d5-7cfff48f950c,member_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
34a8be32-29a4-545e-a07b-e174a5f062e0,2336f4bb-600e-56a7-89b0-5dffcea26dd3,character,ad5726ea-f4a0-52ee-b2df-d293a43a87ad,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
35ac51a3-00bf-5921-b141-83d87c6b5233,645bd699-d0f5-5073-b82b-3404a8150f4c,character,503275d8-3665-531b-b27a-5c36fff908e0,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
35c7e156-8323-52e8-97b8-632b446bf75c,8b5a1400-8e6c-5e29-8a28-d559a039d2f1,character,b5b47d41-8aba-553c-aa59-81eb84d24805,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
360d9277-a9dd-5d62-a500-908caf9e9eb6,300d4528-ba70-5868-a777-da1cbded3a8e,character,d16cdec9-424f-5915-a61f-28c5d35ff322,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
363a7580-dc5e-5c7e-820c-ff55c8c0843c,5e4bcba1-76d7-5802-afc3-61e021f6b60f,character,e8d2a268-4e31-5662-9696-1ff510300ee5,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
36522541-d4b6-587a-b3a5-29267a500d63,05570b18-b587-5166-ac6c-c183d7506564,character,eee3a6c0-8ae0-5f47-8af5-a4fdcab7c19f,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
36b9f72b-3f61-520f-a401-f0a90bb80ba0,fa1760be-0ec3-58fc-ac7c-20c6fb6079de,character,38ec45ad-b0f5-561c-995a-a1402d7684f6,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
36de182f-d6a7-5663-a231-6dd4795c84fc,ad30f197-9ad6-5642-8928-2057fd60bc97,character,ed355791-66f1-5d91-b28e-9c721a45b562,official_profile,DB_Party,C4,2026-06-19 14:29:13.611862+00
3765c222-11fb-5510-af4b-f9012a21b01e,31f91eb5-922b-5422-a3ad-1ad42dec5ff5,character,403f3dc9-176d-5a07-ade9-4fac8de0b2dc,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3793c822-5c59-573b-82cf-a5665718fe2a,42ab69c2-c180-5d84-8686-db7a2a44e97a,character,0ff30224-209f-5845-83e4-39b552fa4ad8,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
379978d9-6676-57ed-a852-4cab9b806627,234f80ec-33bc-53eb-a19d-d6cb25c39bd9,character,27d19f85-e526-5d19-9032-fa4bf05c63be,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
384aa2e8-3e53-502a-982b-e2cbe2d76c71,27efc52a-f7ab-5036-b925-c559fbe9733b,party_member,5f264dcc-cf65-50fc-9752-34b8a9e6c5fc,member_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
385cb912-bb8c-5d35-b77b-347c2ee8ae8e,45ce990d-d1c2-53b6-86f3-577ede3855a8,character,67518710-4499-5d0a-90fb-72dce401ced9,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
39438a06-db20-5e22-8c19-56185cba5127,9c6cd3ac-703e-5573-8ad7-7b50aeb047d6,character,ef2566c5-7470-5b7e-bb6f-bd6066f7f852,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
39543b4c-98fb-5606-b000-c31aaa3ae74b,6c8c055f-f26c-59f8-9fa9-89a5faa7e139,character,24025e8d-05d2-570f-93fd-0b8b005fa3c6,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3979a8da-c334-5bde-b2ce-d0668532745b,6a658123-e237-5612-a858-57aee1a9a7e3,character,5ee4d55d-07d9-54c2-8acf-2128c903a0e1,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
39fda0b4-be67-5d16-befe-9b73e7a94268,dd429355-e5ff-561f-a2ab-b15fb1330833,character,10180c73-dc0d-5ade-8bfc-64fd47cce76e,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
3a029df3-a2e0-590a-afe5-67cd29a206ee,e4939063-a736-588e-b176-6f681510fce8,character,c4bd2f8d-3a72-5d60-a4a2-ba2faeb16086,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3a099f91-8437-589c-829a-753fed1f5a85,2325f507-e123-5f48-a4c1-8d27ebec9571,character,d08d43de-1119-5e77-9a82-51e75288751d,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3a97525a-673f-5f24-a3fb-c1131a481962,c3f5fde4-75e6-5a1d-ab95-d4c99f65fb86,character,24031ef9-fe8c-53ca-b0ed-c13f3595e922,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3ae9cbb5-aaae-58c8-9626-c732b63fd89c,9ce47aa1-c7b5-5e23-a08b-b0954ea7424e,character,6a9285e8-a8c5-5f53-8e47-6a00e0021007,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
3b2c7695-98a2-55f6-aa7d-6fb6b70c9cd8,9952b2a3-80a8-5eb1-94f2-e5ee63b398d4,character,f4fb37ab-0303-5b4a-b153-7783610ecd75,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3b7b4e4d-3e0d-51c9-81b8-e76a857785f6,ae0ab2fa-a855-5350-bb1e-677e74d1ed3d,character,d727d3ab-e9b1-500d-b2a0-18601236a709,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3b91179b-c3e3-52e3-8c20-56c22f15c359,f3c5086e-5fd6-560f-a305-a5bfb41df651,platform,5c31bae2-9347-5a20-afc6-ce94ccd14e75,publish_video,DB_-Platforms-,发布 视频,2026-06-19 14:29:13.611862+00
3bc3acd9-8964-5590-9845-def996e07a3c,4e2a3633-552b-5615-944e-0ed791c725d3,character,957f4f37-344a-5182-8678-0f085cdafe89,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3c328900-62d4-5ef5-8c3c-2af919bed844,d2b060e2-ef82-5c7c-ae09-4119fa01a718,character,edf777a2-044c-594b-9336-b1b3cbac2b89,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3c8f451b-0890-5df1-bd4b-d2cef529000e,3c4a74f4-e52b-5bf2-bdb1-e338be33efce,character,0ff30224-209f-5845-83e4-39b552fa4ad8,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3cd95c2d-2214-5f9b-9794-5d77d4bb4c85,06f1851c-b2ec-597d-a5ad-4a0a2a46e758,platform,2661f428-e9d1-5d8b-ae9f-7ebcaf27669b,homepage_channel,DB_-Platforms-,HP 频道,2026-06-19 14:29:13.611862+00
3ce1a5f5-27a6-5976-8642-96314ff3df98,9d46e2e6-decf-5f45-a8b2-6ac95d4efbc5,game,f9c23768-c1ad-5afd-bb58-2dd25bebc81b,wiki_resource,DB_Info_wiki,Type/LINK,2026-06-19 14:29:13.611862+00
3cf3a05a-c8f6-5d3d-9606-c99a75a4cd99,d306640a-a212-54ab-82f0-e530ab2e2d2c,party_member,5938c3cc-f554-533b-9388-4a76d6e1e5bd,member_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
3da9f7a7-fef6-59fc-b3a3-2db4ff5ad484,d73442a8-7101-5519-bfe5-11133752df13,character,b5b47d41-8aba-553c-aa59-81eb84d24805,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
3dc99cce-4793-570d-8bc2-f91dd38ad9c1,8192959b-ae1b-52dc-8b68-556b9659bdf7,character,ab758e38-1795-536a-abca-fef0d4840e45,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
3e547f44-7f78-5991-8270-6da28f1eca7f,9ec75fb5-7e04-59e2-bfd8-e0bc033393a6,character,9438321c-2eb4-51ec-87b8-3b36b7ebd070,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
3f0cebc0-f1f6-516f-8b0c-f32aa96cf08d,0fa256ff-fc6b-505b-95de-ef90c6d9f094,character,5b28eb8d-9693-57da-8dc0-ee51b4abc91f,official_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
419f5cfe-c6a0-5f14-83a7-9bf781db0fcd,001b830d-1555-5556-a1cd-054e4903bf1e,character,8d0929fe-639b-5acc-bec8-59cbb456147a,official_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
42023b87-7a00-57e9-9d39-6e3556a078ea,0f120a9f-a038-5f27-8430-4a40239fb9dc,platform,093c27b7-70ad-5ea7-8b2e-d0c836779bc4,publish_video,DB_-Platforms-,发布 视频,2026-06-19 14:29:13.611862+00
4280377d-70fc-5c58-9e79-8a4a66309a5f,f861380f-8bcb-58dc-8493-59c333cc0bec,character,ef64cecf-2598-5c02-a834-ba65e2a9e55c,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4283091e-58ca-51a1-8530-abbdfabbbec6,bbaf6edc-46f3-52fe-94ea-9f6a0dc91d16,character,f469591e-85d8-527f-9ea7-f8c1c0bbe067,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4396b149-d86e-5fe3-9b74-8034c81ff527,d0410d87-19d7-5ad1-87bf-782c75e7c11a,character,2ed3a5e1-b8f9-576f-aaf7-aff5f129d9f5,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
442ef06a-9bfd-59be-86d9-a941b069dcfc,055aaf29-41be-5b78-bc32-109c618ed766,character,984ef995-20d6-5a1c-b69f-98303f7595ce,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
44807a07-3cb1-5590-8e49-6ca3d822f667,809b9e55-894b-55d5-862a-984b38e5aa28,character,802bc471-2731-5c65-87c3-1f25d4a80ab3,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
44a93c3f-9e98-5c53-b75b-ca28d8eef086,83a8cfad-98d7-5b79-bf8d-ede2e5405c4d,character,fe3bb351-0c1d-5497-b89e-fc2a9169eb90,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
45473682-c94a-5bf2-a68d-2790bf628c20,879f8d1f-7578-57d3-ac24-705911d06076,game,6d9435a8-984c-53fe-a467-257b1e9e8811,phase_3.x,DB_Info_status,3.x,2026-06-19 14:29:13.611862+00
458c444d-fa33-5d50-ac72-14edd5d34707,deb286e5-9fcc-5fdc-a51e-10b3089292ec,character,984ef995-20d6-5a1c-b69f-98303f7595ce,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
45af1c6d-ce82-5131-89a7-d53103f760b7,e3e17b28-2eec-55c2-9973-9929137b5231,character,fa334f9f-47e5-5d06-82b7-c3c80d7fee1e,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
463043b7-3fb3-5a5a-a71f-1cfdfde2d342,2a51293d-72a9-56b2-b7fe-c453178bf790,character,f6ddc212-ef25-5c03-96b3-ca45b5e66c32,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
46bd247b-927b-5cb5-872e-4338b18ae7e4,80d3256e-8940-5071-9e87-2e4f536014bc,character,7d80c986-c9a1-5f76-8b3c-3e82cfc19d51,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
471732b3-5175-5d9a-98e7-cc6bdb6a0333,d11b5823-2c03-54cc-8c64-824a39c4ae8e,character,a7826abb-6bc2-5921-98f1-1ce5d6777fe5,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4767c1ac-05d1-5abb-b3bc-23fd3af6fd61,d3cbdaed-dc13-518d-8294-6164aed1a72b,character,3f5f13d7-6f47-55a1-8ea6-e7738e01e103,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4863ad4c-c33f-5ee6-865a-3bb023f6a3fb,5eda7903-8472-579f-8a21-c818d4f87828,character,b2dcd0bb-c9f9-5cb7-91bd-b912796d4b37,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
48f4de4a-cd90-50f2-91c7-e41152d1a094,3f4073bd-c2c5-595f-926e-f41b923dc77c,character,2d45f6d3-1e3d-5197-9c4b-2656ecb44da4,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
49be2617-8f07-5c23-b161-fe44fedb4969,4287ff45-364f-56a1-8215-1b9fe4bac763,party_member,5f3f0f71-d7a8-5fab-a386-5c299a6a6a6f,member_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
4a593a1f-2a51-5eb7-9b72-3f13db663c8e,764d82fb-87bb-57bc-8c38-91cc0e5be3e6,character,59abfed4-5822-5681-b433-5b95e5be898b,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
4a987c29-e08d-534f-a1ac-b2b493017f02,f14fbd7e-ab84-518c-9934-e87669146254,character,0b016369-80f3-52e7-9a82-6f839be8c6ea,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
4a9daee8-1a51-5907-9204-618c63fbe179,98a70cc4-447c-5d2c-aa09-759408962ded,platform,6d2e651a-b3cb-5bc7-96f2-b15323ec8b56,publish_article,DB_-Platforms-,发布 图文,2026-06-19 14:29:13.611862+00
4ac5ffb7-672d-5130-8e2f-076609352eec,d91e95f9-a27d-5f97-93e2-ce1cc1d87b83,character,9f168476-6edf-562e-8180-43e60827d8c7,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4ac7501c-94f0-5266-a4bc-d8f24ca70320,6594539d-86fc-5404-a15c-eb717a8ca7b9,game,d81251ab-312f-58ca-a1d6-7a6c9d35f98e,wiki_resource,DB_Info_wiki,Type/LINK,2026-06-19 14:29:13.611862+00
4acd2b42-77d6-5cf4-a0b9-285f518e6db5,6c07d85a-46e8-57ce-8bd8-8cc023a151bd,platform,2661f428-e9d1-5d8b-ae9f-7ebcaf27669b,publish_video,DB_-Platforms-,发布 视频,2026-06-19 14:29:13.611862+00
4aee162a-c283-50d4-b9ab-72bd05fcf86c,3b9409ad-6080-5a3b-a3aa-35bcaedb6bc4,character,1d0fc590-86d4-5b62-b668-22b12b10fa31,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4afde768-1d1b-5498-8bf8-f4d5bfe9a8e0,d3225a30-3b2e-5638-baa6-1add6f7e6c38,character,8c8ceb72-2476-512f-8ac3-f398cd00c9e5,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4aff1122-e978-5967-9031-a00ebddeb1b5,9bd569f9-be0a-58b2-acae-ee48b91015c9,character,acca0932-e8dd-51a6-af31-ba1286f947ca,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
4b742a4c-54f6-5b67-8695-6d9a01d1b0c6,81824d18-20d5-5ba4-b3e8-1619e121174e,character,4d28693e-d175-50de-8b8f-7732b0064c0f,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4cfef4de-a6b8-5b6a-b481-fc361e2a3399,28782770-84d6-5b49-99ef-c63a8cb118a8,character,59312c02-5880-5274-b877-5f13f7011997,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4df35ded-624e-543c-958f-87f64c6c4182,ed7abb54-09ae-56ea-8127-9191e26e975a,character,198bf9fc-10f9-5172-ba4e-436c4d26c574,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4e0e99cd-55b8-58de-b006-1de6093dc636,eba03d4d-395f-592d-97be-bd29403c41a2,character,b3a3fbd3-ca81-593a-854d-5e92308b6522,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
4e32d5be-b66a-59f4-98d5-62522ccb2333,d5cf5c74-9baf-58ad-ad26-a0c53ba8aa62,platform,2ed614d3-cd50-56cd-951f-43cefbd58ed8,homepage_channel,DB_-Platforms-,HP 频道,2026-06-19 14:29:13.611862+00
4fb9e873-1f44-5590-ba17-a1363ea0e30d,02508385-44b2-5dd9-9949-98a7052bbf4b,game,27d67442-c090-5416-aea8-00c33c9e8965,phase_1.x,DB_Info_status,1.x,2026-06-19 14:29:13.611862+00
507a96ba-8f44-5725-99fd-f43fed6c0219,18b4ff48-7fa6-53ba-b5f8-1af449c08f0e,game,2892f75b-aec5-53d7-bf7d-b3d529046539,wiki_resource,DB_Info_wiki,Type/LINK,2026-06-19 14:29:13.611862+00
51e0e266-45dc-5f43-8670-062cdbfde8f3,af4f1e48-1137-52f4-8a33-bc1198b280e4,character,f670ea96-df0d-5544-babc-2b3cfede16c5,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5271f306-61c3-554e-9bb1-b68029ba5de8,3b3c9002-b561-5590-b195-e313ecb326de,game,769c6024-48f1-5391-bc1e-04e08af13144,phase_1.x,DB_Info_status,1.x,2026-06-19 14:29:13.611862+00
52837672-8eac-51e9-aa35-9ca7be8871e7,7d67ce8e-a8e4-53d0-90ca-364df21986d2,character,1765fc90-fd0b-5ad0-8be2-b9a3935cd3af,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
52ff22f8-786b-5992-9ed4-75005a17dc28,872b5390-2624-59e7-803f-cd4dfd14c307,platform,b7a8d833-9479-5ab3-ac67-f3ec2a862198,publish_article,DB_-Platforms-,发布 图文,2026-06-19 14:29:13.611862+00
5359b05c-45c7-5008-8c81-9cf54cf7b2e9,40361a14-9afb-5b98-9c89-677bbf0eb5c0,character,6f67650b-266c-5064-9013-8e27ccd602e0,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
54f5e8e7-327b-579d-8e62-32e4858445d0,02379756-9145-5a77-88f8-539039e02bb9,party,4f906020-4c6a-587b-926a-6df216e9b701,reference,DB_Party,LINKS,2026-06-19 14:29:13.611862+00
54f5f981-d872-5818-94e0-54402205209d,6d347eaf-0751-5dbe-8e7c-91570cab3705,character,c742d01b-7055-5db8-b16f-3a6a939d63b2,official_profile,DB_Party,C4,2026-06-19 14:29:13.611862+00
551b8dcf-526c-5853-a54d-151e68fda803,ef4d567c-1ef9-5df1-95a1-f924a9f50441,character,3e28e816-4315-58f8-95c7-3c2397ea184b,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
554289ee-686f-544b-ab42-3d1ff3b64fb1,d902052a-c3f3-56f5-8604-849695e2c313,party_member,bafec2a8-6c9f-563d-8faf-0837518d5a9a,member_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
556886d6-0e03-58c2-b953-d2bffa513d5d,33264d5f-9a2c-597e-b984-1d825c615b8c,character,acca0932-e8dd-51a6-af31-ba1286f947ca,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
557cc5ec-562c-5ed0-8dae-7a1dc368a105,420a014a-fd38-5577-a8cf-eb6f8f7c3156,character,02455589-782c-528f-af1c-fa1714747520,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5610c25e-9b47-5a26-b2a2-0caf950b6782,bdac594d-80ae-5b2a-8697-169a47aac2d6,character,d1e4fabb-97c3-54b1-b933-9cf6577b900f,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5705f0ce-6b53-5985-92ad-3b2097baf05a,5d5983d6-cb48-5185-a5dd-9ce4486a3a50,character,f469591e-85d8-527f-9ea7-f8c1c0bbe067,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
574d8be8-110e-5ca4-9914-6e74a2ed49a6,d8228f11-a824-5b1a-a183-02000c54f494,character,10180c73-dc0d-5ade-8bfc-64fd47cce76e,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5877dfc0-91d2-5720-8cf8-c78540cefdcd,f4de1245-20c0-5bfd-8a5f-72f93cc795fb,character,bedbb346-3368-5684-8f16-d9a63536a3e7,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
599af9e2-5c35-5cd5-9e53-11728882469e,5101bf4f-4d3c-557e-8785-7c1840617a44,character,ed355791-66f1-5d91-b28e-9c721a45b562,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
59b32b8f-5ea7-5b92-b27a-8f2f64937a08,b8fdf7e2-8e8e-55ec-a06a-1770dad8c9ef,character,dbbc556b-520c-5c22-8736-8647588aaf69,official_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
59f2f650-562d-5474-ba5c-70ddf829328a,773a21ed-1d6e-5345-a330-c0fddd9046f2,character,79e417bd-c3cb-5636-b6a6-86452fa40968,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
5aa4c29c-e275-5d43-b03a-7a0b681fd10c,9cae8f5c-a9e2-52e8-8f61-c175f6214f66,character,d659e052-f741-5181-b770-0cc4b42c94b0,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5bd07ef5-25a8-59b0-a83b-dee2599ff0a4,7f6f7ab1-bd9c-5ce2-9a71-8ca5133dab1f,platform,7e7bee43-bc52-5347-a444-fa9594c1589b,interaction_management,DB_-Platforms-,情報 互动管理,2026-06-19 14:29:13.611862+00
5cc8e35d-de5a-5d7d-8645-eb0342f8ff34,b59f1825-55b8-5ad4-a76a-3a5c854ccb08,character,5ae53186-b0d9-5610-b13f-f0fdfabcf40b,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5d90375e-4ab6-5f29-8c47-21de22a55828,5048a59d-c1e7-55bf-8d10-4c5ae56059e6,party_member,bf74ba8d-cc8e-50a8-a613-ec292fb40acf,member_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
5dbb79b6-80b5-5a80-835f-2abbb0de0f76,89a394d6-8ec2-5da5-b32d-da6fd0840e70,character,3c9b7e76-9d1e-5078-a7bf-c0dc07d72693,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
5f0d864f-1a18-539a-8601-928241a0925f,2507a64e-2e89-524c-bc0b-fef92a8fae57,character,0e9beceb-4832-5ea1-98d1-743636672eeb,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
5f3decd7-d5db-55fc-9033-b414ba60d352,c1897a71-caf2-5645-b2f4-8e36eb746648,character,5ae53186-b0d9-5610-b13f-f0fdfabcf40b,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
6030bc5d-dc8c-55cc-899e-fa4f2a1c2b85,326e4104-0a15-57f1-a6a2-a54695b10975,character,a82e5abc-06e6-59dc-8399-16b7007c2e7f,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
605bd595-f74e-5ee3-a36c-4c291218679e,6821392d-60c6-532c-a79f-7c174356e0f3,character,f4b7b6d7-fdf2-56ee-b34f-49eb5004554b,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
60eede3d-6ce8-5f4e-8a06-05543790a2df,b8453fc2-e08c-58be-aa41-20b5c051472a,party,b9aaeeda-c9f9-5966-8f7e-30b4733a889c,reference,DB_Party,LINKS,2026-06-19 14:29:13.611862+00
611f0549-4874-5a80-81ee-43275a57abe1,a12a5897-d8e6-5d95-af17-6f5465511a1a,character,b663ec24-a79b-5d5e-8ec6-126ac6919d53,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
61e075ae-9783-539c-9d6a-c7c84f675dab,53dbc410-40ad-584b-90b8-9b6acdd50467,party,3cebe24c-01e8-511b-84a8-c67e9f3201a7,reference,DB_Party,LINKS,2026-06-19 14:29:13.611862+00
61f39f14-5c9b-5071-bda6-bc72eb0288e8,1719c177-dd54-52ff-b2ef-05c5d7682a6a,character,3c9b7e76-9d1e-5078-a7bf-c0dc07d72693,official_profile,DB_Party,C3,2026-06-19 14:29:13.611862+00
61ff4f65-deee-5cbe-ba08-dee3e1eaa9a7,879c0ce8-b180-57b0-8567-a18a5524bef2,character,1b7c1597-3da4-5694-b728-aa6804ebbc00,official_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
6248f855-818a-503c-97f8-c22c0288dc5f,01306861-f885-55fe-b940-452da16f2869,character,8836a706-cc5a-5824-8853-aac3e799c529,official_profile,DB_Character,CHARACTER,2026-06-19 14:29:13.611862+00
62b36ff5-ecfc-536b-985f-a31dca9fd0a4,ca2a2c59-6d37-5e37-a517-443ae88aee2c,party_member,3acd6011-3b44-5e07-b0d0-dc695ccaeb09,member_profile,DB_Party,C1,2026-06-19 14:29:13.611862+00
62c2eb2b-3adb-5c68-b7d7-8385cf3e679c,52597582-ca71-562c-b398-3e5e4128461c,character,1c106691-5a1c-547a-bfe9-eca000ec5b37,official_profile,DB_Party,C4,2026-06-19 14:29:13.611862+00
6360f5da-efd7-5dab-b052-75baa1f49e08,21151387-19e2-5281-a991-720d9366f9b4,character,7068b1b7-aaf5-502a-9245-b7c8f993b5ea,research,DB_Character,先行研究,2026-06-19 14:29:13.611862+00
6398b6bf-d65a-5f49-ae2b-42678b7eece0,b826a48d-3ae8-551b-a301-2297d5379152,character,c6b4a923-a7b4-5c0c-b22b-78d02217fe96,official_profile,DB_Party,C2,2026-06-19 14:29:13.611862+00
